#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
467576	57167	79923	121420	123000	-	-	SALL4	NANOG	DRRS|HSAL4|ZNF797|dJ1112F19.1	-	Affinity Capture-Western	physical	Yang J (2008)	19060217	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
467858	79923	9968	123000	115293	-	-	NANOG	MED12	-	ARC240|CAGH45|FGS1|HOPA|MED12S|OHDOX|OKS|OPA1|TNRC11|TRAP230	Two-hybrid	physical	Tutter AV (2009)	19036726	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
467859	9968	79923	115293	123000	-	-	MED12	NANOG	ARC240|CAGH45|FGS1|HOPA|MED12S|OHDOX|OKS|OPA1|TNRC11|TRAP230	-	Affinity Capture-Western	physical	Tutter AV (2009)	19036726	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
469297	79923	84528	123000	124119	-	-	NANOG	RHOXF2	-	CT107|PEPP-2|PEPP2|THG1	Two-hybrid	physical	Ravasi T (2010)	20211142	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
561286	23528	79923	117074	123000	-	-	ZNF281	NANOG	ZBP-99|ZNP-99	-	Affinity Capture-Western	physical	Wang ZX (2008)	18757296	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
669867	79923	84444	123000	124082	-	-	NANOG	DOT1L	-	DOT1|KMT4	Phenotypic Suppression	genetic	Onder TT (2012)	22388813	9606	9606	Low Throughput	-	-	-	figure 3. NANOG and LIN28 are required for enhancement of reprogramming by DOT1L inhibition	-	BIOGRID
1054424	5581	79923	111567	123000	-	-	PRKCE	NANOG	PKCE|nPKC-epsilon	-	Biochemical Activity	physical	Xie X (2014)	23708658	9606	9606	Low Throughput	-	Phosphorylation	-	Figure 1	-	BIOGRID
1054425	79923	79923	123000	123000	-	-	NANOG	NANOG	-	-	Affinity Capture-Western	physical	Xie X (2014)	23708658	9606	9606	Low Throughput	-	-	-	Figure 4|dimerization	-	BIOGRID
1054426	2033	79923	108347	123000	RP1-85F18.1	-	EP300	NANOG	KAT3B|RSTS2|p300	-	Affinity Capture-Western	physical	Xie X (2014)	23708658	9606	9606	Low Throughput	-	-	-	Figure 4	-	BIOGRID
1519760	84759	79923	124243	123000	-	-	PCGF1	NANOG	2010002K04Rik|NSPC1|RNF3A-2|RNF68	-	Co-purification	physical	Oliviero G (2015)	26687479	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1519884	79923	32	123000	106550	-	-	NANOG	ACACB	-	ACC2|ACCB|HACC275	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519885	79923	23597	123000	117132	-	CGI-16	NANOG	ACOT9	-	ACATE2|MT-ACT48|MTACT48	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519886	79923	26993	123000	117940	-	HRIHFB2018	NANOG	AKAP8L	-	HA95|HAP95|NAKAP|NAKAP95	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519887	79923	10142	123000	115445	-	-	NANOG	AKAP9	-	AKAP-9|AKAP350|AKAP450|CG-NAP|HYPERION|LQT11|MU-RMS-40.16A|PPP1R45|PRKA9|YOTIAO	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519888	79923	10189	123000	115486	-	-	NANOG	ALYREF	-	ALY|ALY/REF|BEF|REF|THOC4	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519889	79923	51321	123000	119472	-	BM-014	NANOG	AMZ2	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519890	79923	29945	123000	118982	-	-	NANOG	ANAPC4	-	APC4	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519891	79923	90806	123000	124763	-	-	NANOG	ANGEL2	-	Ccr4d|KIAA0759L	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519892	79923	55082	123000	120397	-	RP11-297I6.1	NANOG	ARGLU1	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519893	79923	57492	123000	121559	-	RP11-419L10.1	NANOG	ARID1B	-	6A3-5|BAF250B|BRIGHT|DAN15|ELD/OSA1|MRD12|OSA2|P250R	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519894	79923	1820	123000	108154	-	-	NANOG	ARID3A	-	BRIGHT|DRIL1|DRIL3|E2FBP1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519895	79923	10620	123000	115865	-	-	NANOG	ARID3B	-	BDP|DRIL2	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519896	79923	9532	123000	114908	-	RP3-496N17.2	NANOG	BAG2	-	BAG-2|dJ417I1.2	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519897	79923	55809	123000	120919	-	RP1-139D8.5	NANOG	TRERF1	-	BCAR2|HSA277276|RAPA|TREP132|TReP-132|dJ139D8.5	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519898	79923	9774	123000	115118	-	-	NANOG	BCLAF1	-	BTF|bK211L9.1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519899	79923	100532731	123000	1529410	-	-	NANOG	COMMD3-BMI1	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519900	79923	55196	123000	120493	-	-	NANOG	KIAA1551	-	C12orf35	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519901	79923	29105	123000	118873	-	-	NANOG	CFAP20	-	C16orf80|EVORF|GTL3|fSAP23	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519902	79923	51493	123000	119569	-	HSPC117	NANOG	RTCB	-	C22orf28|DJ149A16.6|FAAP	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519903	79923	84733	123000	124228	-	-	NANOG	CBX2	-	CDCA6|M33|SRXY5	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519904	79923	79080	123000	122529	-	-	NANOG	CCDC86	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519905	79923	146059	123000	126963	-	UNQ664/PRO1295	NANOG	CDAN1	-	CDA1|CDAI|CDAN1A|DLT|PRO1295	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519906	79923	79577	123000	122724	-	-	NANOG	CDC73	-	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519907	79923	8099	123000	113770	-	-	NANOG	CDK2AP1	-	DOC1|DORC1|ST19|doc-1|p12DOC-1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519908	79923	27443	123000	118176	-	-	NANOG	CECR2	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519909	79923	27440	123000	118173	-	-	NANOG	CECR5	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519910	79923	1063	123000	107492	-	RP11-262H5.1	NANOG	CENPF	-	CENF|PRO1779|hcp-1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519911	79923	1073	123000	107500	-	-	NANOG	CFL2	-	NEM7	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519912	79923	10523	123000	115778	-	-	NANOG	CHERP	-	DAN16|SCAF6|SRA1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1519913	79923	1153	123000	107573	-	-	NANOG	CIRBP	-	CIRP	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
